firm_id,baseline_employees,total_grant_amount,grant_stage1_amount,grant_stage2_total_amount,grant_stage3_amount,post_grant_permanent_employees,post_grant_temporary_employees,total_employees_post_grant,city,state,region,num_paid_employees,monthly_revenue,annual_revenue_2014,last_month_income,family_applied_member,family_applied_spouse,family_applied_other,applied_third_round,selected_third_round,survival_chance_without_grant,m_i_7
39789,5.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,184.0,25.0,7.0,4.0,3000000.0,20000000.0,800000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
39835,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,41.0,21.0,5.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
39902,8.0,4200000.0,200000.0,1900000.0,1050000.0,5,5,55.0,184.0,25.0,7.0,10.0,900000.0,5000000.0,200000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
39932,1.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,145.0,28.0,1.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
40101,15.0,10000000.0,0.0,5000000.0,2500000.0,12,3,123.0,160.0,25.0,7.0,12.0,3500000.0,18000000.0,500000.0,0.0,0.0,0.0,2.0,2.0,70.0,1.0
40269,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,60000.0,2200000.0,20000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
40309,2.0,6000000.0,600000.0,2400000.0,1500000.0,5,1,51.0,24.0,9.0,2.0,2.0,450000.0,1000000.0,80000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
40366,5.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
40406,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,36.0,8.0,4.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
40484,5.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,9.0,1.0,3.0,2.0,80000.0,100000.0,40000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
40518,43.0,5600000.0,560000.0,2240000.0,1400000.0,23,50,2350.0,31.0,16.0,4.0,31.0,15000000.0,180000000.0,2.5,0.0,0.0,0.0,2.0,2.0,20.0,1.0
40531,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,36.0,8.0,4.0,7.0,53000.0,1600000.0,35000.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0
40558,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
40626,5.0,2200000.0,220000.0,880000.0,550000.0,9,0,90.0,19.0,15.0,6.0,3.0,210000.0,890000.0,10000.0,0.0,0.0,0.0,2.0,2.0,30.0,2.0
40741,5.0,0.0,0.0,0.0,0.0,3,7,37.0,304.0,36.0,4.0,5.0,550000.0,3100000.0,55000.0,0.0,0.0,0.0,2.0,2.0,25.0,1.0
40766,4.0,6000000.0,600000.0,2800000.0,1100000.0,5,25,525.0,184.0,25.0,7.0,3.0,0.1,18000000.0,2.5,0.0,0.0,0.0,2.0,2.0,100.0,1.0
40934,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,48.0,12.0,2.0,5.0,700000.0,4000000.0,200000.0,0.0,1.0,0.0,2.0,2.0,50.0,2.0
41081,3.0,3600000.0,360000.0,1440000.0,900000.0,3,2,32.0,Unknown,Unknown,Unknown,6.0,110000.0,2200000.0,70000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
41136,8.0,2500000.0,250000.0,1000000.0,625000.0,12,7,127.0,26.0,29.0,1.0,11.0,400000.0,1800000.0,70000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
41139,6.0,3400000.0,200000.0,1800000.0,700000.0,21,30,2130.0,Unknown,Unknown,Unknown,6.0,600000.0,2200000.0,200000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
41322,3.0,5100000.0,510000.0,2040000.0,1275000.0,5,9,59.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
41374,3.0,7300000.0,300000.0,4000000.0,1500000.0,5,8,58.0,335.0,20.0,5.0,5.0,350000.0,1000000.0,350000.0,0.0,0.0,0.0,2.0,2.0,45.0,1.0
41455,4.0,6000000.0,200000.0,3100000.0,1200000.0,7,2,72.0,1.0,33.0,2.0,7.0,0.1,150000.0,250000.0,0.0,0.0,0.0,2.0,2.0,10.0,1.0
41551,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,33.0,12.0,2.0,2.0,55000.0,350000.0,20000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
41563,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,10.0,3.0,2.0,5.0,216310.0,3123000.0,150000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
41628,4.0,3400000.0,100000.0,1600000.0,850000.0,2,2,22.0,184.0,25.0,7.0,0.0,150000.0,2000000.0,70000.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0
41642,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
41673,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,250000.0,2200000.0,80000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
41929,5.0,0.0,0.0,0.0,0.0,3,3,33.0,115.0,4.0,3.0,3.0,250000.0,3000000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
42020,3.0,6000000.0,600000.0,2900000.0,1000000.0,9,6,96.0,20.0,2.0,4.0,13.0,1200000.0,5500000.0,500000.0,0.0,0.0,0.0,2.0,2.0,70.0,1.0
42105,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,24.0,9.0,2.0,29.0,250000.0,400000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
42131,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
42191,3.0,2500000.0,250000.0,1000000.0,625000.0,14,2,142.0,17.0,5.0,4.0,12.0,253000.0,630000.0,150000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
42232,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,71.0,27.0,6.0,1.0,150000.0,1000000.0,45000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
42278,3.0,3500000.0,150000.0,1800000.0,675000.0,4,2,42.0,50.0,32.0,6.0,8.0,560000.0,5400000.0,210000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
42279,3.0,8000000.0,300000.0,3700000.0,2000000.0,6,4,64.0,8.0,19.0,5.0,5.0,2160000.0,4500000.0,450000.0,0.0,0.0,0.0,2.0,2.0,70.0,1.0
42398,3.0,2500000.0,250000.0,1000000.0,625000.0,1,10,110.0,334.0,37.0,5.0,4.0,105000.0,150000.0,40000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
42455,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,327.0,19.0,5.0,15.0,15000000.0,60000000.0,12000000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
42545,3.0,4000000.0,400000.0,1600000.0,1000000.0,8,15,815.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
42798,3.0,5000000.0,200000.0,2300000.0,1250000.0,12,6,126.0,7.0,14.0,3.0,7.0,430000.0,3000000.0,180000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
42918,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,6.0,17.0,3.0,7.0,0.1,16800000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,2.0
42983,4.0,3000000.0,300000.0,1650000.0,400000.0,5,2,52.0,304.0,36.0,4.0,9.0,300000.0,2800000.0,150000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
43076,3.0,0.0,0.0,0.0,0.0,5,9,59.0,12.0,24.0,6.0,11.0,1500000.0,9000000.0,300000.0,0.0,0.0,0.0,2.0,2.0,80.0,1.0
43115,10.0,700000.0,70000.0,280000.0,175000.0,4,1,41.0,17.0,5.0,4.0,10.0,100000.0,1500000.0,50000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
43181,3.0,6000000.0,600000.0,2400000.0,1500000.0,10,15,1015.0,Unknown,Unknown,Unknown,6.0,700000.0,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,1.0
43200,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,41.0,21.0,5.0,7.0,600000.0,3600000.0,150000.0,0.0,0.0,0.0,2.0,2.0,20.0,2.0
43209,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
43235,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,17.0,5.0,4.0,6.0,300000.0,2200000.0,100000.0,1.0,0.0,0.0,1.0,2.0,50.0,2.0
43321,3.0,5000000.0,200000.0,2900000.0,900000.0,27,50,2750.0,22.0,35.0,4.0,8.0,840000.0,900000.0,300000.0,0.0,0.0,0.0,2.0,2.0,90.0,1.0
43395,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,304.0,36.0,4.0,15.0,21000.0,350000.0,10500.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
43403,4.0,2000000.0,200000.0,800000.0,500000.0,9,0,90.0,19.0,15.0,6.0,8.0,2000000.0,13000000.0,150000.0,0.0,0.0,0.0,2.0,2.0,10.0,1.0
43430,12.0,0.0,0.0,0.0,0.0,25,2,252.0,8.0,19.0,5.0,17.0,180000.0,1800000.0,30000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
43615,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
43656,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,22.0,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
43725,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,8.0,19.0,5.0,2.0,86000.0,700000.0,30000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
43825,3.0,0.0,0.0,0.0,0.0,26,4,264.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
43875,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,22.0,35.0,4.0,18.0,2250000.0,3000000.0,140000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
43899,3.0,6000000.0,200000.0,3800000.0,1000000.0,12,3,123.0,157.0,25.0,7.0,12.0,800000.0,5000000.0,300000.0,0.0,0.0,0.0,2.0,2.0,80.0,1.0
44105,3.0,500000.0,50000.0,200000.0,125000.0,5,5,55.0,19.0,15.0,6.0,5.0,290000.0,1000000.0,53000.0,0.0,0.0,0.0,2.0,2.0,75.0,1.0
44164,3.0,6200000.0,400000.0,3800000.0,1000000.0,4,2,42.0,178.0,25.0,7.0,3.0,75000.0,921383.0,2.5,0.0,0.0,0.0,2.0,2.0,80.0,1.0
44332,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,30.0,28.0,1.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
44538,3.0,6000000.0,0.0,3000000.0,1500000.0,5,5,55.0,Unknown,Unknown,Unknown,6.0,0.1,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,1.0
44547,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,10.0,3.0,2.0,16.0,450000.0,2000000.0,250000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
44833,3.0,6000000.0,100000.0,3400000.0,1000000.0,17,6,176.0,Unknown,Unknown,Unknown,6.0,200.0,2200000.0,40000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
44836,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,7.0,14.0,3.0,10.0,200000.0,2000000.0,2.5,0.0,1.0,0.0,2.0,2.0,50.0,2.0
44925,3.0,5400000.0,200000.0,3000000.0,850000.0,12,16,1216.0,26.0,29.0,1.0,8.0,848000.0,3780000.0,420000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
44937,3.0,700000.0,70000.0,280000.0,175000.0,3,2,32.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
44940,2.0,0.0,0.0,0.0,0.0,4,8,48.0,174.0,25.0,7.0,12.0,65000.0,1250000.0,25000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
44953,3.0,3600000.0,360000.0,1440000.0,900000.0,12,7,127.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
44955,3.0,4200000.0,420000.0,1680000.0,1050000.0,4,3,43.0,52.0,25.0,7.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
45102,3.0,0.0,0.0,0.0,0.0,6,8,68.0,Unknown,Unknown,Unknown,6.0,350000.0,2200000.0,70000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
45106,21.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
45184,4.0,5000000.0,500000.0,2000000.0,1250000.0,8,4,84.0,154.0,25.0,7.0,3.0,450000.0,3000000.0,410000.0,0.0,0.0,0.0,2.0,2.0,70.0,1.0
45281,3.0,6000000.1,600000.1,2400000.0,1500000.0,3,0,30.0,184.0,25.0,7.0,5.0,50000.0,450000.0,2.5,0.0,0.0,0.0,2.0,2.0,20.0,1.0
45608,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,10.0,3.0,2.0,1.0,180000.0,2000000.0,170000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
45708,3.0,3890000.0,400000.0,940000.0,1275000.0,10,3,103.0,19.0,15.0,6.0,5.0,1000000.0,10000000.0,120000.0,0.0,0.0,0.0,2.0,2.0,70.0,2.0
45717,3.0,0.0,0.0,0.0,0.0,5,4,54.0,36.0,8.0,4.0,9.0,0.1,1600000.0,2.5,0.0,0.0,0.0,2.0,2.0,40.0,1.0
45802,3.0,3000000.0,300000.0,1550000.0,400000.0,7,2,72.0,36.0,8.0,4.0,10.0,470000.0,1570300.0,220000.0,0.0,0.0,0.0,2.0,2.0,60.0,1.0
45853,3.0,4000000.0,400000.0,1600000.0,1000000.0,14,22,1422.0,184.0,25.0,7.0,6.0,2000000.0,4000000.0,290000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
45960,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,304.0,36.0,4.0,9.0,16000000.0,52000000.0,600000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
46064,3.0,5100000.0,400000.0,3200000.0,750000.0,8,26,826.0,1.0,33.0,2.0,7.0,3200000.0,7000000.0,380000.0,0.0,0.0,0.0,2.0,2.0,10.0,1.0
46083,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,335.0,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
46103,10.0,3400000.0,300000.0,1900000.0,600000.0,6,4,64.0,36.0,8.0,4.0,8.0,150000.0,1200000.0,60000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
46122,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,335.0,20.0,5.0,8.0,120000.0,1200000.0,50000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
46383,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,670000.0,2200000.0,316000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
46423,3.0,0.0,0.0,0.0,0.0,7,5,75.0,41.0,21.0,5.0,6.0,400000.0,5000000.0,500000.0,0.0,0.0,0.0,2.0,2.0,40.0,1.0
46492,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,500000.0,2200000.0,250000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
46555,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,49.0,25.0,7.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
46556,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
46560,3.0,6000000.0,100000.0,3100000.0,1300000.0,6,0,60.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,10000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
46572,2.0,0.0,0.0,0.0,0.0,6,15,615.0,184.0,25.0,7.0,5.0,500000.0,4000000.0,220000.0,0.0,0.0,0.0,2.0,2.0,90.0,1.0
46634,3.0,6000000.0,800000.0,3000000.0,1100000.0,12,2,122.0,Unknown,Unknown,Unknown,6.0,1500000.0,2200000.0,500000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
46802,3.0,4400000.0,200000.0,2000000.0,1100000.0,7,8,78.0,1.0,33.0,2.0,5.0,200000.0,13000000.0,150000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
46886,6.0,6000000.0,600000.0,2900000.0,1000000.0,8,23,823.0,49.0,25.0,7.0,16.0,300000.0,5000000.0,600000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
46909,11.0,4700000.0,0.0,2350000.0,1175000.0,8,9,89.0,3.0,31.0,1.0,12.0,300000.0,4000000.0,160000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
47153,3.0,0.0,0.0,0.0,0.0,3,5,35.0,184.0,25.0,7.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
47228,3.0,6000000.0,200000.0,3000000.0,1300000.0,29,107,29107.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
47234,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,12.0,24.0,6.0,7.0,400000.0,2500000.0,100000.0,0.0,0.0,1.0,2.0,2.0,50.0,2.0
47261,3.0,6600000.0,100000.0,4200000.0,650000.0,3,20,320.0,24.0,9.0,2.0,3.0,0.1,50000.0,2.5,0.0,0.0,0.0,2.0,2.0,40.0,1.0
47451,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
47466,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,120000.0,2200000.0,30000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
47470,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,50.0,32.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
47478,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,185.0,28.0,1.0,1.0,80000.0,100000.0,50000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
47492,2.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,115.0,4.0,3.0,2.0,70000.0,800000.0,54000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
47507,6.0,5800000.0,0.0,2900000.0,1450000.0,6,2,62.0,67.0,10.0,2.0,9.0,510600.0,5106000.0,180000.0,0.0,0.0,0.0,2.0,2.0,95.0,1.0
47511,3.0,7200000.0,720000.0,2880000.0,1800000.0,7,20,720.0,10.0,3.0,2.0,4.0,380000.0,4000000.0,250000.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0
47637,3.0,0.0,0.0,0.0,0.0,6,3,63.0,Unknown,Unknown,Unknown,6.0,45000.0,2200000.0,16000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
47645,3.0,3200000.0,320000.0,1280000.0,800000.0,2,5,25.0,30.0,28.0,1.0,0.0,46000.0,269200.0,14850.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
47879,7.0,4000000.0,400000.0,1600000.0,1000000.0,4,14,414.0,Unknown,Unknown,Unknown,6.0,0.1,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,1.0
48004,4.0,4200000.0,120000.0,1980000.0,1050000.0,6,4,64.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
48159,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,170.0,25.0,7.0,5.0,600000.0,4000000.0,300000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
48252,3.0,5700000.0,600000.0,2100000.0,1500000.0,2,3,23.0,204.0,8.0,4.0,3.0,400000.0,3970000.0,150000.0,0.0,0.0,0.0,2.0,2.0,95.0,1.0
48282,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,19.0,15.0,6.0,6.0,450000.0,4500000.0,150000.0,0.0,0.0,0.0,1.0,2.0,50.0,2.0
48404,3.0,5200000.0,300000.0,3300000.0,800000.0,6,1,61.0,3.0,31.0,1.0,6.0,200200.0,2100000.0,83200.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
48598,3.0,4000000.0,400000.0,2100000.0,1000000.0,10,4,104.0,11.0,6.0,2.0,10.0,209000.0,4209000.0,35000.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0
48670,2.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,3.0,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
48680,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,320.0,10.0,2.0,9.0,0.1,0.1,2.5,0.0,0.0,0.0,1.0,2.0,50.0,2.0
48715,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,58.0,12.0,2.0,6.0,300000.0,2200000.0,100000.0,1.0,0.0,0.0,1.0,2.0,50.0,2.0
48771,3.0,8000000.0,800000.0,4200000.0,1500000.0,5,1000,51000.0,335.0,20.0,5.0,4.0,175000.0,1450000.0,25000.0,0.0,0.0,0.0,2.0,2.0,80.0,1.0
48777,3.0,3000000.0,300000.0,1200000.0,750000.0,9,14,914.0,14.0,4.0,3.0,9.0,1200000.0,8000000.0,450000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
48905,3.0,6000000.0,300000.0,3300000.0,900000.0,11,1,111.0,Unknown,Unknown,Unknown,6.0,750000.0,2200000.0,250000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
48909,2.0,0.0,0.0,0.0,0.0,2,2,22.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
48917,3.0,6000000.0,600000.0,2400000.0,1500000.0,9,30,930.0,1.0,33.0,2.0,16.0,352000.0,2500000.0,250000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
48934,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
48956,3.0,3400000.0,340000.0,1760000.0,450000.0,29,12,2912.0,198.0,4.0,3.0,22.0,3000000.0,30000000.0,500000.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0
48966,4.0,6000000.0,0.0,3000000.0,1500000.0,4,11,411.0,3.0,31.0,1.0,7.0,2300000.0,20700000.0,150000.0,0.0,0.0,0.0,2.0,2.0,100.0,1.0
48993,7.0,3670000.0,250000.0,1520000.0,950000.0,20,10,2010.0,335.0,20.0,5.0,3.0,162700.0,1473000.0,53669.0,0.0,0.0,0.0,2.0,2.0,10.0,2.0
49020,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
49114,20.0,5500000.0,200000.0,2925000.0,1000000.0,16,7,167.0,3.0,31.0,1.0,18.0,1200000.0,10500000.0,100000.0,0.0,0.0,0.0,2.0,2.0,80.0,1.0
49212,3.0,6000000.0,0.0,3500000.0,1000000.0,7,6,76.0,8.0,19.0,5.0,8.0,0.1,1300000.0,2.5,0.0,0.0,0.0,2.0,2.0,40.0,1.0
49267,3.0,2400000.0,0.0,1500000.0,300000.0,7,2,72.0,184.0,25.0,7.0,3.0,100000.0,1800000.0,50000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
49270,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,7.0,14.0,3.0,6.0,250000.0,2500000.0,75000.0,0.0,1.0,0.0,1.0,2.0,50.0,2.0
49271,4.0,6000000.0,600000.0,2400000.0,1500000.0,4,25,425.0,Unknown,Unknown,Unknown,6.0,0.1,2200000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,1.0
49378,3.0,2700000.0,200000.0,1900000.0,300000.0,7,50,750.0,Unknown,Unknown,Unknown,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
49666,2.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,3.0,31.0,1.0,0.0,20000.0,110000.0,18000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
49825,3.0,4000000.0,400000.0,1600000.0,1000000.0,4,6,46.0,20.0,2.0,4.0,7.0,40000.0,550000.0,30000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
49842,3.0,4000000.0,300000.0,1970000.0,950000.0,0,0,0.0,325.0,26.0,6.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,50.0,2.0
49972,3.0,1810000.0,180000.0,1000000.0,180000.0,2,2,22.0,204.0,8.0,4.0,6.0,300000.0,2200000.0,100000.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0
50016,5.0,4000000.0,400000.0,1600000.0,1000000.0,6,2,62.0,184.0,25.0,7.0,4.0,0.1,2600000.0,2.5,0.0,0.0,0.0,2.0,2.0,50.0,1.0
50065,3.0,2000000.0,200000.0,800000.0,500000.0,4,7,47.0,Unknown,Unknown,Unknown,6.0,400000.0,2200000.0,110000.0,0.0,0.0,0.0,2.0,2.0,50.0,1.0
50070,5.0,8500000.0,850000.0,3400000.0,2125000.0,10,20,1020.0,3.0,31.0,1.0,11.0,2800000.0,26200000.0,800000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
50077,4.0,0.0,0.0,0.0,0.0,4,6,46.0,56.0,28.0,1.0,7.0,20000.0,9400000.0,10000.0,0.0,0.0,0.0,2.0,2.0,30.0,1.0
